id,join_dt,group,country,gender,device,total_spent
1003995,2023-01-26,A,USA,F,A,0
1003996,2023-01-26,A,MEX,M,A,0
1003997,2023-01-26,B,USA,M,I,0
1003998,2023-01-26,B,FRA,M,A,0
1003999,2023-01-28,B,BRA,M,I,0
1004000,2023-01-27,A,ESP,F,I,0
1004001,2023-01-30,B,BRA,M,I,0
1004002,2023-01-25,A,GBR,M,A,0
1004003,2023-01-26,B,FRA,M,I,0
1004004,2023-01-26,B,USA,M,A,0
1004005,2023-01-26,A,TUR,F,I,0
1004006,2023-02-03,B,BRA,M,A,0
1004007,2023-01-28,B,USA,M,A,0
1004008,2023-01-27,A,USA,,I,0
1004009,2023-01-25,B,DEU,,A,0
1004010,2023-01-25,B,BRA,,A,0
1004011,2023-01-25,B,ESP,,A,0
1004012,2023-01-26,A,MEX,F,A,0
1004013,2023-02-05,B,USA,M,I,22.98
1004015,2023-01-25,B,USA,M,I,0
1004016,2023-01-29,A,TUR,F,A,0
1004017,2023-02-01,A,USA,M,A,0
1004018,2023-02-03,A,TUR,M,A,0
1004019,2023-01-25,B,BRA,M,I,0
1004020,2023-01-28,B,MEX,M,A,0
1004021,2023-01-28,A,TUR,M,I,0
1004023,2023-01-27,A,BRA,F,I,0
1004024,2023-01-29,A,ESP,O,A,0
1004025,2023-02-01,A,BRA,M,I,0
1004026,2023-01-31,B,AUS,,A,0
1004027,2023-01-26,A,USA,F,I,0
1004028,2023-01-25,B,BRA,,A,0
1004029,2023-01-25,B,AUS,F,I,0
1004030,2023-01-25,B,GBR,F,I,0
1004031,2023-01-26,A,DEU,M,I,0
1004032,2023-01-28,A,ESP,F,I,0
1004033,2023-01-27,A,USA,M,I,0
1004034,2023-01-25,A,USA,F,A,0
1004035,2023-01-31,B,CAN,M,A,0
1004036,2023-02-06,B,TUR,,A,0
1004037,2023-02-03,B,BRA,F,A,0
1004038,2023-01-28,A,BRA,F,A,0
1004039,2023-02-03,A,BRA,F,I,0
1004040,2023-01-28,A,MEX,M,A,0
1004041,2023-01-26,B,GBR,M,I,0
1004042,2023-01-27,B,DEU,F,A,56.62
1004043,2023-01-26,B,MEX,M,A,0
1004044,2023-01-28,B,USA,M,A,0
1004045,2023-01-25,B,AUS,F,I,0
1004046,2023-01-25,A,USA,F,A,0
1004047,2023-01-25,B,USA,F,I,0
1004048,2023-01-25,A,MEX,F,I,0
1004049,2023-01-31,A,BRA,F,I,0
1004050,2023-01-30,A,BRA,F,I,0
1004051,2023-01-30,B,FRA,M,A,0
1004052,2023-01-27,A,USA,M,A,0
1004053,2023-01-29,B,BRA,M,A,0
1004054,2023-01-26,B,DEU,F,A,0
1004055,2023-01-27,A,MEX,M,I,0
1004056,2023-02-02,B,MEX,F,A,0
1004057,2023-01-25,A,FRA,O,A,0
1004058,2023-02-06,A,MEX,F,A,0
1004059,2023-01-27,A,USA,F,A,0
1004060,2023-01-25,B,USA,M,A,0
1004061,2023-01-28,A,USA,F,I,0
1004062,2023-01-26,B,USA,M,A,0
1004063,2023-02-04,A,USA,F,I,0
1004064,2023-01-29,B,USA,F,A,0
1004065,2023-01-26,B,,F,A,0
1004066,2023-01-27,A,BRA,F,A,0
1004067,2023-01-25,B,USA,M,A,0
1004068,2023-01-25,A,TUR,,I,0
1004069,2023-01-31,A,MEX,M,I,0
1004070,2023-02-04,A,USA,M,I,0
1004071,2023-01-26,B,USA,F,A,0
1004072,2023-01-25,B,USA,M,I,0
1004073,2023-01-25,A,GBR,M,I,0
1004074,2023-01-25,B,USA,M,I,0
1004075,2023-01-27,A,BRA,F,I,0
1004076,2023-01-26,A,FRA,F,I,97.67616828448799
1004077,2023-01-30,B,DEU,F,A,0
1004078,2023-01-27,B,USA,F,A,160.82
1004079,2023-01-28,A,USA,M,A,0
1004080,2023-02-05,A,USA,F,A,0
1004081,2023-01-26,B,CAN,F,A,0
1004082,2023-01-25,B,BRA,F,A,0
1004083,2023-01-30,A,BRA,M,A,0
1004084,2023-01-25,A,BRA,F,I,0
1004085,2023-01-30,A,DEU,F,A,0
1004086,2023-01-27,A,GBR,M,I,0
1004087,2023-01-28,B,DEU,F,A,0
1004088,2023-01-25,B,CAN,F,A,0
1004089,2023-01-25,A,MEX,,A,0
1004090,2023-01-27,B,USA,,I,51.58696613093718
1004091,2023-02-04,A,BRA,F,A,0
1004092,2023-02-01,A,MEX,M,I,0
1004093,2023-01-31,B,USA,M,A,0
1004094,2023-01-26,A,BRA,F,A,0
1004096,2023-01-28,B,TUR,F,I,0
1004097,2023-01-27,A,TUR,F,I,0
1004098,2023-01-25,B,BRA,O,A,0
1004099,2023-01-31,A,BRA,M,A,0
1004100,2023-01-25,A,GBR,F,I,0
1004101,2023-01-27,A,USA,O,A,79.23
1004102,2023-01-25,B,USA,M,I,0
1004103,2023-01-28,A,DEU,F,I,0
1004104,2023-01-29,B,USA,M,I,0
1004106,2023-01-27,A,BRA,F,A,49.55
1004107,2023-01-25,A,USA,F,A,0
1004108,2023-01-31,B,GBR,F,I,0
1004109,2023-01-25,B,MEX,F,A,0
1004110,2023-01-25,A,TUR,F,I,0
1004111,2023-01-29,A,DEU,F,A,0
1004112,2023-01-26,A,BRA,M,A,0
1004113,2023-01-26,A,CAN,M,I,0
1004114,2023-01-28,A,CAN,M,A,0
1004115,2023-01-27,A,USA,M,A,0
1004116,2023-01-29,A,USA,,A,0
1004117,2023-01-28,B,USA,F,I,0
1004118,2023-01-28,B,AUS,F,I,0
1004119,2023-02-01,B,FRA,M,A,0
1004120,2023-01-28,B,BRA,M,A,0
1004121,2023-01-26,A,MEX,F,I,0
1004122,2023-01-26,A,USA,F,A,0
1004123,2023-01-29,B,BRA,F,I,0
1004124,2023-01-26,A,BRA,O,I,0
1004125,2023-01-26,A,USA,F,I,0
1004126,2023-01-25,B,USA,M,A,0
1004127,2023-01-28,A,TUR,F,A,0
1004128,2023-01-30,B,DEU,,A,15.46
1004129,2023-01-27,A,ESP,M,I,0
1004130,2023-01-25,A,USA,M,I,0
1004131,2023-02-05,B,AUS,F,I,0
1004132,2023-01-30,B,USA,F,A,0
1004133,2023-01-26,B,TUR,F,A,190.37
1004134,2023-01-29,B,MEX,M,I,50.37
1004135,2023-01-25,B,USA,F,A,0
1004136,2023-01-28,A,FRA,M,A,0
1004137,2023-02-06,B,MEX,M,I,0
1004138,2023-01-28,A,USA,O,I,0
1004139,2023-01-30,A,USA,M,I,0
1004140,2023-01-25,A,AUS,F,A,0
1004141,2023-01-27,B,CAN,O,A,0
1004142,2023-01-29,A,DEU,F,A,0
1004143,2023-01-30,B,TUR,,I,0
1004144,2023-01-31,A,BRA,M,A,0
1004145,2023-01-27,B,USA,M,I,0
1004146,2023-01-26,A,ESP,M,A,0
1004147,2023-02-03,A,BRA,M,A,0
1004148,2023-01-27,A,MEX,M,A,0
1004149,2023-01-25,B,BRA,F,A,0
1004150,2023-01-29,A,FRA,F,A,0
1004152,2023-01-27,B,CAN,M,I,0
1004153,2023-01-25,B,AUS,F,A,0
1004154,2023-01-31,A,BRA,O,A,0
1004155,2023-01-25,B,FRA,F,A,0
1004156,2023-01-27,A,DEU,M,A,0
1004157,2023-01-27,B,TUR,F,I,0
1004158,2023-01-29,B,FRA,M,I,0
1004159,2023-01-25,B,MEX,F,I,0
1004160,2023-01-26,A,BRA,F,I,0
1004161,2023-01-25,B,BRA,F,A,0
1004162,2023-01-28,A,USA,M,I,0
1004163,2023-02-06,A,CAN,M,I,0
1004164,2023-01-27,A,MEX,M,A,0
1004165,2023-01-29,B,GBR,F,A,0
1004166,2023-01-28,A,USA,F,A,0
1004167,2023-01-25,B,DEU,,A,0
1004168,2023-01-26,A,TUR,M,I,0
1004169,2023-01-31,B,USA,F,A,0
1004170,2023-01-27,A,USA,F,A,0
1004171,2023-01-27,B,USA,M,A,0
1004172,2023-02-04,A,USA,M,I,0
1004173,2023-01-28,A,TUR,M,A,0
1004174,2023-01-27,A,USA,M,I,42.54
1004175,2023-01-27,A,USA,M,A,0
1004176,2023-01-29,B,DEU,M,I,0
1004177,2023-01-28,B,BRA,M,A,0
1004178,2023-02-03,B,DEU,M,I,0
1004179,2023-02-02,A,DEU,M,A,0
1004180,2023-01-29,B,USA,M,A,0
1004181,2023-01-25,A,BRA,F,I,0
1004182,2023-02-01,B,MEX,M,A,0
1004185,2023-01-26,A,USA,M,I,0
1004186,2023-01-27,B,MEX,F,A,0
1004187,2023-01-26,A,MEX,M,A,0
1004188,2023-01-26,B,USA,F,I,0
1004189,2023-01-26,B,BRA,F,A,0
1004190,2023-01-26,A,USA,F,I,0
1004191,2023-01-31,B,BRA,F,A,0
1004192,2023-01-30,A,BRA,,A,0
1004193,2023-02-01,A,BRA,F,A,0
1004194,2023-01-30,A,DEU,M,A,0
1004195,2023-01-27,A,FRA,M,A,0
1004196,2023-01-25,A,USA,F,I,0
1004197,2023-01-27,B,DEU,F,I,0
1004198,2023-01-27,A,BRA,M,A,0
1004199,2023-01-26,B,USA,F,A,0
1004200,2023-01-30,B,ESP,,I,0
1004201,2023-01-26,A,USA,F,A,74.15
1004202,2023-01-28,A,USA,M,I,67.12
1004203,2023-01-26,A,BRA,F,I,0
1004204,2023-01-26,A,AUS,M,A,0
1004205,2023-02-02,B,USA,,A,0
1004206,2023-01-26,A,GBR,F,A,0
1004207,2023-01-28,A,USA,,I,0
1004208,2023-01-29,B,BRA,M,I,0
1004209,2023-01-25,A,BRA,M,A,0
1004210,2023-01-28,A,USA,F,A,0
1004211,2023-01-27,A,GBR,F,A,0
1004212,2023-01-28,A,TUR,F,I,0
1004213,2023-01-25,B,DEU,M,A,0
1004214,2023-01-26,B,BRA,M,A,0
1004215,2023-01-29,B,USA,M,A,0
1004216,2023-01-27,B,USA,M,A,0
1004217,2023-01-31,B,FRA,F,A,0
1004218,2023-01-27,A,USA,M,I,0
1004219,2023-02-01,A,BRA,F,A,0
1004220,2023-01-28,B,BRA,F,A,0
1004221,2023-01-29,A,BRA,F,A,0
1004222,2023-02-03,A,USA,F,I,0
1004223,2023-01-25,B,USA,F,A,0
1004224,2023-01-28,B,BRA,,I,0
1004225,2023-02-05,A,MEX,M,A,0
1004226,2023-01-25,B,USA,M,A,0
1004227,2023-02-01,B,GBR,M,A,0
1004228,2023-01-26,A,USA,F,I,0
1004229,2023-01-29,A,GBR,F,A,0
1004230,2023-02-04,A,USA,O,I,0
1004231,2023-01-31,A,USA,F,I,0
1004232,2023-01-28,B,GBR,,I,0
1004234,2023-01-25,B,MEX,M,I,0
1004235,2023-01-30,A,ESP,,A,0
1004236,2023-01-27,B,MEX,M,I,0
1004237,2023-01-26,B,BRA,M,I,0
1004238,2023-01-27,A,MEX,F,A,0
1004239,2023-01-25,B,USA,,I,22.73
1004240,2023-01-25,B,USA,M,I,0
1004241,2023-01-26,A,DEU,M,A,95.01
1004242,2023-01-30,B,USA,M,I,0
1004243,2023-01-25,B,USA,,I,0
1004244,2023-01-31,B,TUR,F,A,0
1004245,2023-02-02,A,MEX,F,A,0
1004246,2023-02-01,A,USA,M,I,0
1004247,2023-01-26,B,TUR,F,A,0
1004248,2023-01-28,A,FRA,,I,0
1004249,2023-01-28,A,USA,F,A,0
1004250,2023-02-04,B,MEX,F,A,0
1004251,2023-01-27,A,GBR,F,I,0
1004252,2023-01-26,A,TUR,M,A,0
1004253,2023-01-25,B,USA,,A,0
1004254,2023-01-27,A,DEU,M,A,0
1004255,2023-01-25,B,FRA,F,I,0
1004256,2023-01-29,A,DEU,M,A,0
1004257,2023-02-02,B,USA,M,A,0
1004258,2023-01-28,B,DEU,F,A,0
1004259,2023-01-25,B,MEX,M,I,0
1004260,2023-01-27,B,BRA,M,A,0
1004261,2023-01-26,A,USA,M,A,0
1004262,2023-01-31,B,DEU,M,I,0
1004263,2023-01-31,B,TUR,F,A,0
1004264,2023-01-31,A,GBR,F,A,0
1004265,2023-01-25,A,,,A,0
1004266,2023-01-26,A,USA,F,I,0
1004267,2023-01-26,B,MEX,,A,0
1004268,2023-01-26,B,BRA,O,I,0
1004269,2023-01-31,A,DEU,F,A,0
1004270,2023-01-26,B,USA,,I,19.94
1004271,2023-01-28,A,BRA,M,A,0
1004272,2023-01-26,B,TUR,M,A,0
1004273,2023-01-25,A,USA,M,A,0
1004274,2023-01-29,A,GBR,M,I,0
1004275,2023-01-28,A,USA,M,A,0
1004276,2023-01-25,A,ESP,M,A,0
1004277,2023-01-29,B,USA,,I,0
1004278,2023-02-01,B,AUS,M,I,0
1004279,2023-01-25,B,GBR,M,A,0
1004280,2023-02-01,B,USA,F,A,0
1004281,2023-02-06,B,AUS,M,I,0
1004282,2023-02-02,B,USA,M,I,0
1004283,2023-01-26,A,USA,F,I,0
1004284,2023-01-28,B,USA,,I,77.25
1004285,2023-01-25,B,USA,,A,0
1004286,2023-01-26,B,USA,M,I,0
1004287,2023-01-25,A,BRA,,A,0
1004288,2023-01-26,B,USA,,A,0
1004289,2023-01-27,B,MEX,M,I,0
1004290,2023-01-26,B,TUR,M,I,0
1004291,2023-01-26,B,USA,,A,0
1004292,2023-01-28,A,DEU,F,A,0
1004293,2023-01-29,B,BRA,F,A,0
1004294,2023-01-25,A,USA,,I,0
1004295,2023-02-02,A,USA,F,A,0
1004296,2023-01-29,B,BRA,,A,0
1004297,2023-02-04,B,FRA,F,A,0
1004298,2023-02-04,A,USA,,I,0
1004299,2023-01-25,B,TUR,M,I,0
1004300,2023-01-25,B,USA,F,I,0
1004301,2023-01-25,B,GBR,,A,0
1004302,2023-01-25,A,USA,O,I,0
1004303,2023-01-28,B,BRA,M,A,0
1004304,2023-01-26,B,FRA,F,A,0
1004305,2023-01-25,B,FRA,,I,0
1004306,2023-01-26,B,USA,F,I,0
1004307,2023-01-25,B,BRA,O,I,0
1004308,2023-01-28,A,USA,M,I,0
1004309,2023-01-26,A,BRA,F,A,0
1004310,2023-02-02,B,USA,F,I,0
1004311,2023-01-25,B,GBR,F,I,0
1004312,2023-01-25,B,FRA,F,I,0
1004313,2023-01-25,A,USA,,I,105.71
1004314,2023-01-25,B,MEX,F,I,0
1004315,2023-01-25,A,USA,,A,0
1004316,2023-01-27,B,USA,F,A,0
1004317,2023-01-25,B,DEU,F,A,0
1004318,2023-01-29,A,ESP,M,I,0
1004319,2023-01-25,B,MEX,F,A,0
1004320,2023-01-30,B,FRA,M,A,0
1004321,2023-01-25,B,USA,M,A,0
1004322,2023-01-25,A,BRA,F,A,0
1004323,2023-01-25,B,USA,F,A,0
1004324,2023-02-01,B,GBR,M,A,56.25
1004325,2023-01-27,B,BRA,M,A,161.46
1004326,2023-01-26,A,BRA,M,A,0
1004327,2023-01-25,B,USA,M,A,0
1004329,2023-01-29,B,BRA,M,A,0
1004330,2023-01-25,B,USA,M,I,0
1004331,2023-02-01,B,USA,M,I,0
1004332,2023-01-26,A,AUS,F,A,0
1004333,2023-01-25,B,TUR,M,,0
1004334,2023-01-27,B,TUR,M,I,0
1004335,2023-01-28,B,ESP,F,A,0
1004336,2023-01-28,B,MEX,,A,0
1004337,2023-01-30,B,MEX,F,I,0
1004338,2023-01-26,B,USA,,A,0
1004339,2023-01-27,B,BRA,M,I,0
1004340,2023-01-30,B,USA,M,A,0
1004341,2023-01-27,B,MEX,F,A,0
1004342,2023-01-27,B,USA,F,A,0
1004343,2023-01-30,A,USA,F,A,0
1004344,2023-01-25,A,GBR,M,I,0
1004345,2023-01-25,B,AUS,O,A,0
1004346,2023-01-29,A,BRA,,A,0
1004347,2023-01-25,A,BRA,M,A,0
1004348,2023-01-27,B,AUS,F,A,0
1004349,2023-01-27,A,DEU,F,A,0
1004350,2023-02-01,A,CAN,M,A,0
1004351,2023-02-05,A,DEU,O,I,0
1004352,2023-01-30,A,MEX,F,I,0
1004353,2023-01-29,A,CAN,F,I,0
1004354,2023-01-26,B,USA,F,I,0
1004355,2023-01-25,B,USA,,A,0
1004356,2023-01-27,B,DEU,M,A,0
1004357,2023-01-25,B,FRA,M,I,0
1004358,2023-01-26,B,,,I,0
1004359,2023-01-29,A,ESP,F,A,0
1004360,2023-01-31,A,MEX,,A,0
1004361,2023-01-27,B,USA,M,A,0
1004362,2023-01-28,A,USA,M,A,92.13
1004363,2023-01-25,B,BRA,,A,0
1004364,2023-01-26,B,BRA,F,A,0
1004366,2023-02-05,A,USA,F,I,0
1004367,2023-01-30,B,ESP,F,I,0
1004368,2023-02-04,B,TUR,,I,0
1004369,2023-01-28,B,USA,O,A,0
1004370,2023-01-27,A,USA,M,I,0
1004371,2023-01-28,A,BRA,M,A,0
1004372,2023-01-29,A,DEU,M,A,0
1004373,2023-01-26,B,CAN,F,I,0
1004374,2023-01-27,A,TUR,M,A,0
1004375,2023-02-03,B,ESP,M,A,0
1004376,2023-01-25,A,USA,F,I,0
1004377,2023-01-26,B,BRA,M,A,0
1004378,2023-01-28,B,USA,M,A,0
1004379,2023-01-28,B,DEU,M,A,0
1004380,2023-01-28,B,CAN,M,I,0
1004381,2023-01-27,B,MEX,F,A,0
1004382,2023-02-01,A,BRA,M,I,0
1004383,2023-01-27,B,MEX,F,A,0
1004384,2023-01-31,A,BRA,F,A,0
1004385,2023-01-25,B,GBR,M,A,0
1004386,2023-01-26,A,USA,F,A,0
1004387,2023-01-26,A,BRA,M,I,0
1004388,2023-01-28,B,USA,M,A,0
1004389,2023-01-25,A,USA,M,I,0
1004390,2023-01-30,B,TUR,F,A,0
1004391,2023-01-27,B,USA,M,A,0
1004392,2023-01-26,B,GBR,F,A,0
1004393,2023-01-25,A,DEU,F,A,0
1004394,2023-01-25,A,USA,,A,0
1004395,2023-01-26,A,USA,,A,0
1004396,2023-01-25,B,CAN,,I,0
1004397,2023-01-30,B,FRA,,I,0
1004398,2023-01-27,B,USA,F,I,0
1004399,2023-01-26,A,USA,F,A,0
1004400,2023-01-31,B,USA,F,I,0
1004401,2023-01-25,B,CAN,M,A,0
1004402,2023-01-25,A,USA,M,A,0
1004403,2023-01-27,B,BRA,F,I,0
1004404,2023-01-25,A,USA,M,A,0
1004405,2023-02-06,B,MEX,M,A,0
1004406,2023-02-01,A,AUS,F,I,0
1004407,2023-01-26,A,DEU,M,I,0
1004408,2023-01-26,A,BRA,F,A,0
1004409,2023-01-27,A,FRA,F,I,0
1004410,2023-02-01,B,GBR,M,A,0
1004411,2023-01-25,A,FRA,M,A,0
1004412,2023-01-28,A,MEX,F,A,0
1004413,2023-01-26,B,MEX,F,A,0
1004414,2023-01-28,B,BRA,M,A,0
1004415,2023-01-27,B,FRA,M,I,0
1004416,2023-01-25,A,USA,M,A,0
1004417,2023-01-26,A,USA,,A,0
1004418,2023-01-29,A,FRA,F,I,0
1004419,2023-01-30,B,USA,F,I,0
1004420,2023-01-26,A,MEX,O,I,0
1004422,2023-01-27,A,TUR,O,A,0
1004423,2023-01-27,A,DEU,F,A,0
1004424,2023-01-27,A,MEX,O,A,0
1004425,2023-02-01,A,MEX,F,A,0
1004426,2023-01-29,B,TUR,M,I,0
1004428,2023-02-02,B,CAN,F,I,0
1004429,2023-02-05,B,USA,,I,0
1004430,2023-01-26,B,CAN,M,A,0
1004431,2023-01-30,B,FRA,,A,0
1004432,2023-01-27,B,USA,F,A,0
1004433,2023-01-25,B,GBR,,I,0
1004434,2023-01-25,A,USA,M,I,0
1004435,2023-02-06,B,MEX,M,A,0
1004436,2023-01-26,A,DEU,M,A,0
1004437,2023-01-25,B,USA,F,I,0
1004438,2023-01-25,A,TUR,M,I,0
1004439,2023-01-26,A,BRA,F,A,0
1004440,2023-01-25,B,FRA,F,A,0
1004441,2023-01-28,A,TUR,,A,0
1004442,2023-01-26,B,DEU,M,A,0
1004443,2023-01-27,B,BRA,,A,0
1004444,2023-01-26,B,USA,,I,52.6
1004445,2023-01-26,B,USA,,I,0
1004446,2023-01-28,A,USA,F,I,0
1004447,2023-02-01,A,BRA,,I,0
1004448,2023-01-29,A,USA,M,I,0
1004449,2023-02-06,A,FRA,F,A,0
1004450,2023-02-05,A,DEU,F,A,0
1004451,2023-01-29,B,GBR,M,I,0
1004452,2023-01-31,A,USA,M,A,0
1004453,2023-02-02,B,USA,F,A,0
1004454,2023-02-03,B,MEX,M,I,75.07
1004455,2023-01-25,B,BRA,F,A,0
1004456,2023-01-28,B,TUR,F,I,29.21
1004457,2023-01-31,A,USA,F,A,0
1004458,2023-01-29,B,BRA,F,A,0
1004459,2023-02-06,A,TUR,M,A,0
1004460,2023-01-25,A,USA,F,A,0
1004461,2023-01-25,A,BRA,M,A,0
1004462,2023-01-26,A,DEU,M,A,0
1004463,2023-01-30,A,BRA,F,A,0
1004464,2023-02-04,A,GBR,M,A,0
1004465,2023-01-26,B,FRA,M,I,0
1004466,2023-01-30,B,FRA,F,A,0
1004467,2023-01-26,A,DEU,,I,0
1004468,2023-01-29,B,BRA,M,A,0
1004469,2023-01-27,A,TUR,F,I,0
1004470,2023-02-01,B,BRA,M,A,0
1004471,2023-01-31,B,AUS,F,I,0
1004472,2023-01-28,B,GBR,M,A,0
1004473,2023-02-01,B,TUR,O,A,0
1004474,2023-02-03,B,USA,F,A,0
1004475,2023-01-26,B,FRA,M,A,0
1004476,2023-01-30,B,FRA,M,A,0
1004477,2023-01-25,B,MEX,M,A,0
1004478,2023-01-26,B,BRA,M,A,0
1004479,2023-01-25,A,MEX,F,A,0
1004480,2023-01-31,A,TUR,,A,0
1004481,2023-01-26,B,MEX,,A,0
1004482,2023-01-26,B,USA,M,I,0
1004483,2023-01-29,B,FRA,M,A,0
1004484,2023-01-25,B,USA,M,I,0
1004485,2023-01-29,B,DEU,F,A,0
1004486,2023-01-30,A,MEX,F,I,0
1004487,2023-01-28,B,BRA,F,I,0
1004488,2023-01-31,B,BRA,,A,0
1004489,2023-01-26,A,USA,,A,0
1004490,2023-01-27,A,BRA,F,I,0
1004491,2023-01-28,B,TUR,F,A,0
1004492,2023-02-01,B,DEU,M,A,0
1004493,2023-01-26,A,DEU,F,A,0
1004494,2023-01-26,B,USA,M,I,0
1004495,2023-01-27,A,TUR,F,A,0
1004496,2023-01-28,A,MEX,F,A,0
1004497,2023-01-25,B,DEU,M,A,0
1004498,2023-01-30,A,BRA,,I,0
1004499,2023-01-27,B,MEX,F,I,0
1004500,2023-01-26,A,BRA,M,I,0
1004501,2023-01-31,B,USA,M,A,0
1004502,2023-02-05,A,DEU,F,A,0
1004503,2023-01-25,B,USA,F,A,0
1004504,2023-01-30,B,MEX,M,A,0
1004505,2023-01-25,B,USA,F,A,0
1004506,2023-01-27,A,USA,M,I,0
1004507,2023-01-29,A,USA,F,A,0
1004508,2023-01-25,A,BRA,F,A,0
1004509,2023-02-06,A,BRA,F,I,0
1004510,2023-01-30,B,USA,M,A,0
1004511,2023-01-27,A,DEU,F,I,0
1004512,2023-02-05,B,USA,M,A,49.17
1004513,2023-01-31,A,MEX,F,A,0
1004514,2023-01-30,B,FRA,O,A,0
1004515,2023-01-25,A,FRA,M,I,0
1004516,2023-01-28,A,FRA,M,A,0
1004517,2023-01-30,A,FRA,M,I,0
1004518,2023-02-03,A,FRA,F,A,0
1004519,2023-01-28,B,MEX,,A,0
1004520,2023-01-29,A,USA,F,I,0
1004521,2023-01-29,B,FRA,,A,0
1004522,2023-01-30,A,FRA,M,I,0
1004523,2023-01-28,B,USA,M,I,0
1004524,2023-01-29,A,USA,F,I,0
1004525,2023-01-26,A,GBR,M,A,0
1004526,2023-01-25,B,,M,A,0
1004527,2023-01-27,B,USA,M,I,0
1004528,2023-01-26,A,USA,M,A,0
1004529,2023-02-03,B,BRA,F,A,0
1004530,2023-01-29,B,DEU,F,I,0
1004531,2023-01-25,B,FRA,M,I,0
1004532,2023-01-30,B,MEX,F,I,51.2
1004533,2023-01-31,A,USA,,I,0
1004534,2023-02-02,A,TUR,F,A,0
1004535,2023-01-26,A,FRA,M,I,0
1004536,2023-01-26,B,USA,F,I,0
1004537,2023-02-02,B,ESP,M,I,0
1004538,2023-02-06,B,CAN,F,I,0
1004539,2023-01-29,B,GBR,,A,0
1004540,2023-01-31,B,GBR,M,A,0
1004541,2023-02-02,A,USA,F,A,0
1004542,2023-02-02,B,MEX,F,A,0
1004543,2023-02-02,A,MEX,M,A,0
1004544,2023-01-27,A,BRA,M,I,0
1004545,2023-01-27,A,USA,M,A,0
1004546,2023-01-26,B,DEU,M,A,0
1004547,2023-01-25,A,DEU,F,A,0
1004548,2023-01-26,B,BRA,,A,0
1004549,2023-01-25,B,ESP,M,A,0
1004550,2023-01-31,B,MEX,M,I,0
1004551,2023-01-26,A,DEU,F,I,0
1004553,2023-01-25,B,DEU,,A,0
1004554,2023-01-29,A,BRA,M,A,0
1004555,2023-01-26,A,TUR,F,I,0
1004556,2023-01-25,A,TUR,F,A,0
1004557,2023-01-29,B,BRA,F,A,0
1004558,2023-01-28,B,AUS,M,I,0
1004559,2023-02-03,B,USA,F,I,0
1004560,2023-02-06,A,USA,F,A,0
1004561,2023-01-28,B,USA,,A,0
1004562,2023-01-25,A,MEX,,A,0
1004563,2023-01-26,A,CAN,F,A,0
1004564,2023-01-27,B,TUR,F,A,0
1004565,2023-01-29,A,USA,F,I,0
1004566,2023-01-30,A,USA,F,A,0
1004567,2023-01-26,B,DEU,F,A,0
1004568,2023-01-30,A,BRA,,A,0
1004569,2023-01-27,B,DEU,M,A,0
1004570,2023-02-06,A,MEX,M,A,0
1004571,2023-02-02,B,USA,F,A,0
1004572,2023-01-28,A,ESP,M,I,0
1004573,2023-01-26,B,BRA,F,I,0
1004574,2023-01-28,B,USA,M,A,0
1004575,2023-01-26,A,BRA,F,I,0
1004576,2023-01-30,A,USA,F,I,0
1004577,2023-01-29,B,FRA,F,I,0
1004578,2023-01-28,B,USA,M,I,17.49
1004579,2023-01-25,B,USA,F,A,0
1004580,2023-01-29,B,USA,F,A,0
1004581,2023-01-30,A,ESP,F,I,0
1004582,2023-02-03,B,BRA,F,A,0
1004583,2023-01-30,B,USA,F,A,0
1004584,2023-01-25,A,GBR,M,I,0
1004585,2023-02-03,B,USA,F,A,0
1004586,2023-01-25,B,FRA,M,I,0
1004587,2023-01-27,A,FRA,M,I,0
1004588,2023-02-05,A,BRA,,I,0
1004589,2023-01-27,A,DEU,,I,0
1004590,2023-01-27,B,TUR,F,I,0
1004591,2023-02-02,B,ESP,M,A,0
1004592,2023-01-27,B,BRA,M,A,0
1004593,2023-01-25,A,USA,F,A,0
1004594,2023-01-30,B,,M,A,0
1004595,2023-01-29,B,TUR,M,A,0
1004596,2023-01-25,A,USA,M,A,0
1004597,2023-01-26,B,BRA,M,I,0
1004598,2023-01-26,A,TUR,M,I,0
1004599,2023-01-31,B,AUS,M,I,0
1004600,2023-01-29,A,FRA,M,I,0
1004601,2023-01-25,B,USA,F,I,0
1004602,2023-01-25,B,MEX,F,I,0
1004603,2023-01-31,A,BRA,F,A,0
1004604,2023-01-30,A,USA,M,A,0
1004605,2023-01-25,B,ESP,M,I,0
1004606,2023-01-28,A,MEX,F,A,0
1004607,2023-02-05,B,DEU,F,I,0
1004608,2023-01-25,A,BRA,,I,0
1004609,2023-01-30,A,CAN,M,I,0
1004610,2023-01-29,B,USA,F,I,0
1004611,2023-01-25,A,TUR,,I,0
1004612,2023-01-25,B,USA,F,A,27.62
1004614,2023-02-01,B,BRA,F,I,0
1004615,2023-02-03,A,BRA,F,I,0
1004616,2023-02-01,B,USA,F,A,0
1004617,2023-01-28,A,GBR,M,I,0
1004618,2023-01-30,B,GBR,F,A,0
1004619,2023-01-25,B,USA,,I,0
1004620,2023-01-25,B,GBR,,A,0
1004621,2023-01-27,B,GBR,F,A,0
1004622,2023-02-03,B,USA,F,A,0
1004623,2023-02-04,A,USA,M,A,39.16
1004624,2023-02-01,B,,F,A,0
1004625,2023-01-28,B,BRA,F,A,0
